Timestamp,Street ID,Day/Night,Traffic Count,Traffic Density,Traffic Speed,Ambient Light (lux),Weather,Energy Consumption (kWh),Power State,Dim Level,Latitude,Longitude,Special Event,Holiday/Weekend
2024-01-09 10:03:00,4,Night,172,43.552598112764365,50.73073352679638,271.19503479559427,Rainy,0.54,1,50,40.58491259313654,-73.77878461081039,1,1
2024-01-17 04:11:00,2,Night,55,26.343118554184134,53.403300507736,99.74204655432541,Clear,0.0,0,50,40.665808960028585,-73.99811694224152,0,1
2024-01-08 20:21:00,7,Night,267,46.645848930040586,56.5674669180436,18.015432865375868,Clear,0.22,1,0,40.66576075718648,-73.75605768270395,1,1
2024-01-24 05:43:00,9,Day,179,14.441825053560278,42.04033303733457,250.59823129456018,Cloudy,0.9,1,100,40.72685797178608,-73.90876970967491,0,1
2024-01-15 05:50:00,10,Night,187,34.436433763699235,30.207382079602016,338.810501365552,Cloudy,0.72,1,50,40.65797247460293,-73.8076858563733,0,1
2024-01-04 02:38:00,7,Night,51,18.763926243836007,54.318560027671396,32.87815191385507,Clear,0.0,0,25,40.64181073257223,-73.8441454917145,0,1
2024-01-20 10:45:00,5,Day,188,39.08987130342961,43.49109091010213,126.65022280158105,Rainy,0.0,0,75,40.801239806173626,-74.02821673235096,1,1
2024-01-06 15:19:00,3,Night,167,53.17877265378648,57.51629417514578,317.44926405910667,Clear,0.65,1,0,40.79979296238401,-73.87237440122783,1,0
2024-01-05 18:59:00,5,Night,179,53.90058832063442,41.82981316996919,164.27689949811062,Clear,0.0,0,100,40.667062173776586,-73.78664852533093,1,0
2024-01-01 03:00:00,7,Night,229,25.1510116414132,30.863810746209243,205.70516793663296,Cloudy,0.55,1,75,40.856372410286006,-73.88083044155017,1,0
2024-01-11 08:15:00,1,Night,61,28.274949817851095,57.96495186294715,232.79374732286783,Clear,0.0,0,100,40.70305965968791,-73.86045529533095,1,1
2024-01-13 12:07:00,7,Night,286,46.48286342329182,46.27562829013794,78.72516130132908,Cloudy,0.0,0,50,40.827769968976234,-73.93356051421267,0,1
2024-01-19 19:58:00,3,Night,291,23.08751690482931,38.07306676770224,165.2542658927451,Cloudy,0.52,1,25,40.56494829415368,-74.06264920545887,0,1
2024-01-12 20:47:00,6,Day,106,26.22040210852942,27.321422578518458,208.0870795641244,Rainy,0.64,1,100,40.51650709873433,-73.7977226348589,0,1
2024-01-06 23:35:00,3,Day,135,57.6312388995713,34.738628559452174,248.8371608151557,Rainy,0.0,0,100,40.60586666246019,-73.79743573697604,1,0
2024-01-07 13:53:00,2,Day,157,50.67129514413717,30.81889001244797,265.6180973888154,Cloudy,0.0,0,0,40.823518514378016,-73.92306201688679,1,0
2024-01-07 09:13:00,9,Day,130,39.43344888061925,21.022727387008867,292.08494073877836,Clear,0.0,0,0,40.57430409994552,-74.06656158540683,0,1
2024-01-22 23:27:00,9,Day,159,43.9703803932259,27.91892119052885,56.425906043559955,Rainy,0.2,1,25,40.82165616046377,-73.80352876500723,1,1
2024-01-16 10:10:00,2,Day,162,34.40521013034956,40.21780745432465,10.78517879923327,Clear,0.16,1,0,40.750093820722185,-74.15428375161248,0,0
2024-01-25 19:26:00,6,Day,101,40.70511833678452,30.76308356452575,196.29833656576602,Rainy,0.0,0,25,40.71315041914725,-73.87538600371356,0,1
2024-01-03 17:41:00,7,Night,270,34.27488634010945,28.677038633594737,329.8447404998978,Rainy,0.0,0,50,40.760054638051805,-74.17614241623427,0,1
2024-01-09 05:47:00,8,Day,281,17.683626735307882,57.25213886196306,36.97905347372554,Rainy,0.26,1,25,40.60768586455406,-73.78695862523671,0,0
2024-01-28 16:18:00,9,Day,217,30.001794826718378,49.33018225177776,53.00548908715192,Rainy,0.0,0,100,40.754281268841886,-73.86436630966733,1,1
2024-01-03 12:24:00,6,Day,178,52.56187539071241,41.25515199032679,292.9968973209061,Rainy,0.0,0,100,40.63257551310271,-73.8006189399861,0,1
2024-01-22 22:31:00,3,Night,115,25.140420196965298,30.778184472183938,213.03555913784322,Rainy,0.0,0,25,40.650860969929354,-74.08462730548952,0,0
2024-01-09 01:04:00,9,Day,280,10.421610464238764,58.220948969342686,114.16486024083567,Clear,0.69,1,100,40.72426757795844,-73.9144656056526,0,1
2024-01-11 23:28:00,6,Night,297,54.1540259323912,49.810049627482904,206.22525957700967,Clear,0.63,1,50,40.64015103264177,-73.72112670463952,1,1
2024-01-12 06:26:00,10,Day,281,18.650612790577277,37.68051437225163,84.77267081524296,Cloudy,0.0,0,75,40.84946448286237,-74.1411565359094,0,0
2024-01-07 15:55:00,1,Night,271,42.54322293891772,59.77925204093587,143.574201383744,Rainy,0.0,0,75,40.58585631145487,-73.74929426631866,0,0
2024-01-06 19:03:00,8,Night,126,39.724855581375365,42.33796958341769,336.11773476387134,Rainy,0.69,1,25,40.66878703136287,-73.71931694727505,0,0
2024-01-30 12:47:00,9,Day,251,54.830340836351304,29.909750082983727,69.0124253211241,Rainy,0.0,0,100,40.614934127485625,-73.96758479507629,0,0
2024-01-05 14:05:00,2,Day,181,36.532869831450824,57.17562321583128,142.8917213522855,Clear,0.0,0,25,40.79448229621111,-74.05935291774962,0,0
2024-01-26 05:49:00,10,Day,71,51.249876483225,41.584434919034464,84.80714921572562,Rainy,0.3,1,100,40.86600451136335,-73.78857121617874,1,0
2024-01-04 22:13:00,9,Night,233,37.47898413452829,49.674435728107355,53.1475450294579,Rainy,0.5,1,100,40.81161334395286,-73.8500793316969,0,1
2024-01-03 22:06:00,10,Day,230,55.47375032059954,21.933686909627838,56.5182566423901,Rainy,0.0,0,25,40.53619368972498,-73.70532725859074,1,1
2024-01-21 16:13:00,1,Day,120,45.06317586579241,36.069167581837,163.7148248087364,Cloudy,0.57,1,100,40.88140418186102,-74.03830791593994,1,0
2024-01-25 15:05:00,8,Day,221,54.25048423547895,37.16409397400589,156.57537627068535,Cloudy,0.0,0,0,40.854099493583554,-73.8607924977891,1,0
2024-01-28 02:08:00,4,Night,52,46.46875002343461,50.58094817606598,20.115994802957427,Rainy,0.12,1,100,40.79753278758064,-73.82966974075666,0,0
2024-01-02 20:36:00,9,Day,227,58.0496226273848,29.58839535999017,222.4862368914742,Clear,0.0,0,0,40.826057870364785,-73.75334738936249,1,1
2024-01-16 18:25:00,9,Day,100,57.73426243495379,27.017623794856842,172.0860664841526,Cloudy,0.0,0,0,40.84580298382533,-73.91818080498328,0,0
2024-01-02 23:50:00,3,Night,258,12.649051498285393,24.50681393938502,198.51040659038642,Clear,0.0,0,0,40.76594682356705,-73.90319331046041,1,0
2024-01-23 14:32:00,9,Night,158,13.532911591586817,26.10503715876225,223.35695707848876,Clear,0.0,0,0,40.531283557042485,-73.84245564491484,1,1
2024-01-08 10:31:00,8,Night,73,46.13345592140405,23.016947292654258,214.16582132035776,Clear,0.38,1,50,40.59527109341132,-73.81810321190439,0,1
2024-01-21 23:33:00,1,Night,62,34.87623009863703,29.125092285833595,81.04505049521245,Clear,0.17,1,0,40.68013304212139,-73.7737758640128,0,1
2024-01-05 11:55:00,9,Night,84,34.90381237478597,31.679055472681974,227.73787896531104,Cloudy,0.0,0,50,40.803133988656384,-73.83573072995024,0,1
2024-01-14 18:59:00,10,Night,213,20.49545675378441,44.06918351504389,92.3215752806239,Clear,0.0,0,0,40.64995229352513,-73.83169521348327,0,0
2024-01-24 16:55:00,1,Day,176,27.43765684624656,31.749837265618183,241.85589110860667,Rainy,0.5,1,50,40.8188844256312,-73.7784318974615,0,1
2024-01-07 15:05:00,8,Night,183,40.63117504572894,41.57014424186575,205.23418329554735,Clear,0.0,0,100,40.717247532902185,-73.80829311053606,0,0
2024-01-23 08:21:00,1,Day,80,11.334961080165819,56.494482425305165,248.8626270998781,Clear,0.49,1,25,40.630242009926015,-74.15449496462112,0,1
2024-01-10 01:09:00,7,Night,197,30.463380525089324,48.277964758292505,183.49808415027815,Rainy,0.0,0,50,40.627989069202556,-74.08024224794953,0,1
2024-01-03 22:19:00,2,Night,84,51.354001290622236,33.89226546628355,178.4004332111136,Clear,0.0,0,75,40.511756111901754,-73.77574223329657,1,1
2024-01-10 17:38:00,5,Day,78,18.50546554864168,51.14812918811168,302.9897967754666,Rainy,0.54,1,0,40.817909705497804,-73.92247023356335,0,0
2024-01-09 22:40:00,7,Day,229,17.945758745171855,41.10750381615797,159.19859058891652,Rainy,0.76,1,100,40.602764383146685,-73.78305791713416,0,1
2024-01-23 10:31:00,3,Day,99,18.846157896530798,33.986355541206684,303.19436029393586,Rainy,0.59,1,75,40.55638249643694,-73.8954292181113,1,0
2024-01-18 14:30:00,9,Night,245,24.784300483444618,30.75025569377051,14.63564810190316,Rainy,0.38,1,100,40.6658565031366,-74.14033198193157,0,1
2024-01-14 09:44:00,6,Day,51,42.89723793313456,29.50561261533832,141.39270171263763,Cloudy,0.0,0,50,40.5696515729517,-73.87374359023599,0,1
2024-01-11 01:47:00,9,Night,67,13.774124846262676,40.52136794669231,15.350626197326317,Rainy,0.0,0,75,40.661939214996146,-73.99799935845967,1,1
2024-01-30 00:43:00,3,Day,262,57.14421053884535,23.414175045159244,236.41930037867596,Rainy,0.0,0,75,40.76482223885231,-73.70476741402084,0,0
2024-01-07 14:58:00,9,Night,211,58.68943774834554,47.455247816547896,255.1169734762178,Clear,0.63,1,0,40.58634857663095,-73.9404189549646,0,0
2024-01-11 09:37:00,1,Day,194,55.05883616519105,39.10304643438714,349.5212930778437,Rainy,0.66,1,75,40.80898325459258,-74.03176115380799,1,0
2024-01-05 07:44:00,10,Night,277,42.21281959618516,46.90291376849409,290.416287091826,Clear,0.0,0,25,40.827603084977774,-73.75635387266203,0,1
2024-01-04 10:44:00,2,Day,298,14.258095372899717,39.65106117508192,339.8342830604665,Cloudy,0.0,0,75,40.50331921586226,-73.8122868227278,0,0
2024-01-13 16:09:00,6,Day,193,15.538019638437758,28.636966658828385,294.47761844702154,Clear,0.0,0,50,40.708482860364185,-74.17745928852067,0,1
2024-01-26 10:11:00,8,Night,222,15.530230411272486,26.71989321416648,128.87270758968927,Cloudy,0.0,0,50,40.6290324482529,-73.94730036297672,1,1
2024-01-02 08:19:00,3,Night,203,32.53851987259459,32.19343545343951,301.52843892935033,Clear,0.0,0,0,40.6691895803173,-74.10111002852862,0,1
2024-01-11 19:23:00,2,Day,58,20.471823989464767,39.882976774041424,32.114279442763596,Clear,0.11,1,0,40.87302300870232,-73.7045002775646,1,0
2024-01-19 19:37:00,10,Night,177,16.163336804196547,48.3524561955785,82.04694762618092,Clear,0.0,0,0,40.55868177046634,-73.79552676124827,0,0
2024-01-28 15:15:00,7,Night,144,51.14374558948574,34.24874282123556,26.594502487649844,Rainy,0.17,1,0,40.795953327883396,-74.15178205383633,1,0
2024-01-21 15:28:00,2,Day,126,35.75103795763494,30.64743974505603,75.79814223622385,Rainy,0.0,0,75,40.89775807701637,-74.01627881576115,1,0
2024-01-18 10:24:00,6,Night,284,37.420290746654736,35.02842982370667,252.5937945766193,Rainy,0.0,0,25,40.68446792357279,-74.18030679587861,0,0
2024-01-06 10:35:00,4,Night,141,55.026377067421585,20.316948823757585,191.0578690213044,Cloudy,0.39,1,25,40.528949193186214,-74.18463007942114,0,1
2024-01-30 17:25:00,3,Night,163,19.943795332222138,36.983072157289826,263.76447540249325,Clear,0.0,0,25,40.55045228901873,-73.93376774540577,0,1
2024-01-01 20:21:00,6,Night,273,39.30613784993307,32.25292251097645,343.7645443064645,Cloudy,0.75,1,0,40.531268686899715,-74.15896453733859,0,0
2024-01-29 08:12:00,7,Day,117,17.5709488132442,48.394068788583496,341.9347509869635,Cloudy,0.0,0,25,40.59186831944104,-73.85175535727855,0,0
2024-01-15 13:01:00,10,Day,278,16.065491018222275,24.051829170770738,93.56602190296431,Cloudy,0.0,0,100,40.79945672873865,-74.0762781279035,0,1
2024-01-09 05:04:00,7,Day,132,11.993928769271875,21.20971945329941,203.69119731259724,Clear,0.0,0,25,40.89698260849161,-74.18232573855519,0,1
2024-01-11 06:19:00,9,Night,299,15.94464697332483,44.20903910853913,117.29263481927678,Clear,0.47,1,25,40.79104830063117,-73.85688138276011,1,0
2024-01-22 04:50:00,4,Night,206,27.038757824839124,57.76860148085854,76.24796272591401,Rainy,0.31,1,0,40.881005361378094,-73.72957125698485,0,1
2024-01-30 19:27:00,3,Night,189,40.53969981541552,49.949173215073614,14.953849883493525,Cloudy,0.18,1,0,40.8249478386926,-73.9080059066327,1,1
2024-01-18 15:46:00,4,Day,184,14.423770759057394,52.38264837973387,218.18038545299817,Rainy,0.0,0,25,40.69821789297682,-73.73145727626614,1,1
2024-01-11 11:03:00,10,Night,230,28.032298663168948,23.064092541216127,142.64725874657458,Rainy,0.71,1,100,40.58321682290591,-73.72670632264311,0,0
2024-01-08 12:19:00,2,Day,106,17.320488533410128,46.29354874599885,76.30739577472838,Clear,0.22,1,75,40.58347665401722,-74.02491345852118,0,1
2024-01-20 14:51:00,3,Day,129,10.34747875345097,42.88465577010977,48.328828753782005,Cloudy,0.0,0,50,40.649978822011825,-74.14767492281723,1,0
2024-01-23 23:08:00,4,Night,192,28.991168294929345,38.98186015463316,39.914197191828734,Clear,0.0,0,25,40.60155244175984,-73.89707196451812,0,0
2024-01-22 04:27:00,9,Night,151,18.10753863892496,50.67748792277501,62.72232736229797,Rainy,0.23,1,0,40.834237014690046,-74.107244249941,0,0
2024-01-21 07:25:00,8,Day,178,11.359121919826023,52.440925174881684,59.06436499484883,Clear,0.26,1,25,40.89852047370747,-73.93590941038822,0,0
2024-01-10 18:46:00,8,Day,111,59.08121381338753,54.12366630486198,139.31629042027106,Rainy,0.34,1,50,40.55683035790062,-73.84283399942842,1,1
2024-01-03 23:07:00,5,Night,209,32.48795651332085,47.50053723025407,48.21497846755184,Clear,0.0,0,75,40.720592683539444,-73.8564099930207,1,1
2024-01-24 11:26:00,7,Night,252,25.704869102547676,52.907352296228325,6.726820508492764,Cloudy,0.0,0,100,40.669791264020986,-74.1005389334755,0,0
2024-01-14 10:24:00,9,Night,227,36.1141458324301,35.666407178736186,35.2090160391073,Cloudy,0.0,0,0,40.636965039598444,-74.16580131171679,0,0
2024-01-22 05:22:00,4,Day,153,11.590492121485692,35.487188479244594,84.16761044607523,Rainy,0.28,1,50,40.65248446846441,-74.19844641180423,1,0
2024-01-01 21:58:00,1,Day,257,19.900632032317148,27.162561898477332,128.68725096777013,Cloudy,0.0,0,100,40.6167822146754,-73.86957564803217,1,1
2024-01-28 11:00:00,3,Day,87,40.41524794846594,48.931253638689654,191.20757240133273,Cloudy,0.0,0,50,40.83346915701951,-74.08469742830727,0,0
2024-01-23 08:58:00,10,Day,270,34.95815541683359,23.21077340248198,339.7411662227745,Cloudy,0.0,0,25,40.863345587141104,-74.13391474062836,0,1
2024-01-05 13:50:00,10,Night,199,45.360905285670285,32.57976414065632,43.185095911820056,Cloudy,0.0,0,25,40.800359797930966,-73.8976183155706,0,0
2024-01-11 16:56:00,5,Night,117,25.034522177345664,39.08361264494069,80.07567264254291,Clear,0.25,1,0,40.79970353526586,-74.14100460203319,0,1
2024-01-10 04:19:00,7,Day,153,30.77864543538503,59.20646027854408,262.8859718675575,Rainy,0.57,1,50,40.515060935844566,-73.98297360280189,1,0
2024-01-25 12:15:00,1,Night,252,24.855215241609194,52.432199362953796,180.9351039544183,Clear,0.0,0,100,40.66397795138362,-73.78459083370267,1,0
2024-01-21 02:52:00,7,Night,254,56.46718516302451,37.476988934218255,198.07079684109243,Rainy,0.0,0,75,40.748950106840724,-74.02039335535139,1,1
2024-01-30 07:28:00,6,Day,117,42.10758965509095,39.88902488576444,3.933833201724296,Rainy,0.11,1,0,40.87786056577445,-74.16930998454131,1,0
2024-01-23 06:43:00,8,Night,222,24.384362742313794,58.977187160354276,77.82407092964418,Cloudy,0.29,1,0,40.85780159055012,-73.73474106679667,1,1
2024-01-27 05:08:00,9,Night,106,21.04832315933553,32.17473381174649,185.2727354266097,Clear,0.36,1,75,40.57035893589346,-73.92944668573324,0,1
2024-01-07 02:16:00,10,Day,236,30.494915318234547,33.89880765966361,330.58277103541593,Rainy,0.0,0,25,40.80885919783192,-73.93906462233892,0,1
2024-01-30 05:26:00,1,Day,207,39.30721851064926,33.630265285609696,93.85395789897352,Cloudy,0.0,0,0,40.869151305653176,-74.18942784738424,1,1
2024-01-26 23:05:00,2,Day,279,12.126945741001297,30.085518659912978,136.9832596345024,Clear,0.44,1,25,40.78586750488612,-73.84814612976638,0,0
2024-01-01 05:20:00,4,Day,157,50.993257854838724,25.65950885496846,229.35458181305975,Clear,0.46,1,75,40.67686158667643,-74.1925527631409,1,0
2024-01-18 06:41:00,4,Day,227,48.85749444652775,56.909585633511796,202.1813433473673,Clear,0.0,0,25,40.84420281579162,-73.70090730037063,0,0
2024-01-16 11:36:00,7,Night,198,37.253273773259636,59.24687704315272,255.11798523737357,Cloudy,0.56,1,25,40.68541337250433,-73.97278562717756,0,0
2024-01-11 19:07:00,4,Night,187,27.421999671261695,53.631997079574234,266.86191929311826,Clear,0.0,0,100,40.803947127759734,-74.10298822803519,1,1
2024-01-08 19:14:00,1,Night,80,10.96159801756725,34.69907963840154,119.82416787810492,Cloudy,0.23,1,50,40.67699983048267,-74.00434526267784,1,0
2024-01-20 21:50:00,8,Day,86,31.305806472157034,40.55694895661443,303.22484509741923,Cloudy,0.0,0,100,40.638868768627596,-73.8486503239584,1,0
2024-01-30 11:47:00,9,Day,266,59.993185865586966,25.272058382470487,40.013010793233924,Rainy,0.29,1,25,40.8300935378038,-73.88981518967907,0,0
2024-01-21 03:50:00,6,Day,178,54.37084150472046,45.21673232667467,44.75590499693619,Cloudy,0.0,0,100,40.801461741937885,-73.76742789231291,0,1
2024-01-26 13:49:00,1,Day,177,29.992962810436826,40.57724019669606,249.64414147819514,Rainy,1.0,1,100,40.875273188935296,-73.7165796109688,0,0
2024-01-30 01:28:00,5,Night,242,26.294983395223785,42.23685889716338,195.91253878496292,Rainy,0.56,1,50,40.52280498479032,-74.03911518640975,1,1
2024-01-18 20:41:00,3,Day,269,20.65958177835241,55.28350996744408,313.4084119368882,Clear,0.0,0,50,40.87475790358873,-74.18066243970341,1,1
2024-01-17 02:06:00,10,Day,191,48.867022737467174,31.548291256902413,167.414570174877,Rainy,0.41,1,50,40.847008425164375,-73.72912023920733,1,1
2024-01-28 02:57:00,2,Night,140,50.14027037439444,23.431319410168577,100.40480688538756,Cloudy,0.48,1,100,40.62086336537383,-73.94231737041979,0,0
2024-01-01 02:01:00,1,Day,55,28.241317851106682,33.27099760817286,276.91070288814564,Rainy,0.0,0,0,40.70978858801508,-73.95927457391365,1,0
2024-01-03 13:13:00,2,Day,129,26.7276503669193,36.07746352600479,339.5888286540544,Cloudy,0.72,1,75,40.5122040026906,-73.7796065757627,0,1
2024-01-22 09:23:00,9,Day,59,12.187897571508346,35.58880822596811,110.8513720224357,Clear,0.25,1,50,40.75688050838175,-73.94788934771225,1,1
2024-01-04 01:17:00,6,Night,140,38.4763141299191,32.314462130589455,338.1520998026225,Rainy,0.0,0,75,40.51729733157746,-73.84140467229183,1,1
2024-01-05 00:50:00,8,Day,274,26.356281467084045,48.947051350572124,143.06314036373044,Rainy,0.49,1,25,40.72548335690974,-74.13205530193575,0,0
2024-01-10 20:50:00,5,Night,86,17.20287187569351,44.66390533018796,31.84153871631666,Rainy,0.0,0,100,40.647748596216545,-73.97340997818202,1,1
2024-01-17 18:22:00,2,Day,71,14.620459122231374,43.21879761632707,160.07824707417754,Cloudy,0.33,1,75,40.844515949446944,-73.75857832479846,1,1
2024-01-11 13:26:00,7,Night,220,53.35215827776362,34.586408003280056,222.17087613769138,Rainy,0.0,0,50,40.734559563133516,-74.16405404753642,0,0
2024-01-10 02:01:00,2,Day,133,59.84339610564547,55.674046014382284,60.38743388650414,Cloudy,0.21,1,50,40.6234796261751,-73.78838634354848,1,0
2024-01-17 05:10:00,9,Day,74,53.72859755053433,54.25545330001635,283.7886269909181,Cloudy,0.89,1,100,40.713433941211385,-73.78462215597246,0,1
2024-01-24 20:30:00,1,Night,198,34.097567482155895,20.720816950406586,64.03216347952142,Rainy,0.41,1,100,40.50777616234968,-73.90348655851275,0,0
2024-01-30 00:08:00,9,Night,97,16.973118224536385,42.88091243923257,50.227824186781405,Clear,0.0,0,100,40.867498402432524,-73.87260418733663,1,0
2024-01-23 08:13:00,2,Night,199,35.76229734597544,28.362061620093485,287.37656727999064,Cloudy,0.69,1,0,40.670858222855976,-73.75072007940045,0,1
2024-01-10 00:48:00,9,Day,190,15.346077886870487,35.93859869990762,96.9198993223602,Clear,0.0,0,50,40.88797416801121,-73.87000229001488,0,0
2024-01-09 19:19:00,5,Day,118,22.890983363535618,31.34011848633468,286.82234331546306,Cloudy,0.0,0,75,40.751136102393,-73.8431624254941,0,0
2024-01-17 06:24:00,10,Day,187,56.57347325732239,52.89910254201407,262.9172742409217,Rainy,0.53,1,50,40.89387157785796,-73.78700959490942,1,1
2024-01-07 16:00:00,7,Day,109,30.494040322123535,48.47794814002077,344.4539044451332,Rainy,0.71,1,25,40.516687035113215,-73.9063641748874,0,1
2024-01-10 07:11:00,5,Day,88,41.51292256306769,53.36653653573515,71.32736514901893,Cloudy,0.19,1,75,40.61444860550065,-73.90360234710732,1,1
2024-01-08 06:46:00,9,Day,271,34.93812972959618,37.24517905510351,230.5925199208633,Clear,0.59,1,75,40.62308520198864,-73.82398665817976,0,0
2024-01-01 00:21:00,6,Night,245,43.46363984990713,23.873559364904395,232.82894637399554,Cloudy,0.9,1,100,40.64981762489963,-74.0329410945085,1,0
2024-01-27 19:22:00,8,Night,179,33.830035527753985,22.842760125749614,320.9853596920963,Rainy,0.72,1,50,40.83593240619406,-73.99198635951629,0,0
2024-01-29 01:57:00,9,Day,213,24.62502707552685,21.603652913951827,140.59843020716056,Clear,0.44,1,50,40.66568581686081,-73.92380931302723,0,0
2024-01-19 05:47:00,8,Day,236,55.66303126561184,24.51740905543194,147.7346772647079,Cloudy,0.0,0,75,40.82533868189702,-74.14071910524729,1,0
2024-01-26 05:25:00,5,Night,56,44.52454281370261,47.123727473479896,51.37199258906051,Rainy,0.0,0,0,40.801740415850425,-74.13389338662104,0,0
2024-01-30 09:44:00,3,Night,252,31.707527834963226,28.919395343027276,151.39202474656972,Cloudy,0.0,0,50,40.88894169116868,-73.80739675271874,0,1
